subfolder,rank,word,count,total_files,total_words,estimated_cost
demo-files-tv-split,488,לבין,8,12,32665,1.6584
demo-files-tv-split,489,הימים,8,12,32665,1.6584
demo-files-tv-split,490,לדעת,8,12,32665,1.6584
demo-files-tv-split,491,אמרו,8,12,32665,1.6584
demo-files-tv-split,492,תמונת,8,12,32665,1.6584
demo-files-tv-split,493,שיחות,8,12,32665,1.6584
demo-files-tv-split,494,נסיגה,8,12,32665,1.6584
demo-files-tv-split,495,לשלב,8,12,32665,1.6584
demo-files-tv-split,496,ללכת,8,12,32665,1.6584
demo-files-tv-split,497,למרות,8,12,32665,1.6584
demo-files-tv-split,498,מוכנה,8,12,32665,1.6584
demo-files-tv-split,499,אופטימי,8,12,32665,1.6584
demo-files-tv-split,500,שעה,8,12,32665,1.6584
demo-files-tv-split,501,תמיכה,8,12,32665,1.6584
demo-files-tv-split,502,בירושלים,8,12,32665,1.6584
demo-files-tv-split,503,במדינת,8,12,32665,1.6584
demo-files-tv-split,504,משנה,8,12,32665,1.6584
demo-files-tv-split,505,איתו,8,12,32665,1.6584
demo-files-tv-split,506,אמן,8,12,32665,1.6584
demo-files-tv-split,507,אחרות,8,12,32665,1.6584
demo-files-tv-split,508,מנסה,8,12,32665,1.6584
demo-files-tv-split,509,בחיים,8,12,32665,1.6584
demo-files-tv-split,510,יושב,8,12,32665,1.6584
demo-files-tv-split,511,בה,8,12,32665,1.6584
demo-files-tv-split,512,אי,8,12,32665,1.6584
demo-files-tv-split,513,לחטופים,8,12,32665,1.6584
demo-files-tv-split,514,קטן,8,12,32665,1.6584
demo-files-tv-split,515,כתב,8,12,32665,1.6584
demo-files-tv-split,516,אלפי,8,12,32665,1.6584
demo-files-tv-split,517,בלתי,8,12,32665,1.6584
demo-files-tv-split,518,עצמנו,8,12,32665,1.6584
demo-files-tv-split,519,אימא,8,12,32665,1.6584
demo-files-tv-split,520,אותך,8,12,32665,1.6584
demo-files-tv-split,521,נגמר,8,12,32665,1.6584
demo-files-tv-split,522,מקום,8,12,32665,1.6584
demo-files-tv-split,523,עובד,8,12,32665,1.6584
demo-files-tv-split,524,עליה,8,12,32665,1.6584
demo-files-tv-split,525,ואולי,8,12,32665,1.6584
demo-files-tv-split,526,חדש,8,12,32665,1.6584
demo-files-tv-split,527,אדם,8,12,32665,1.6584
demo-files-tv-split,528,לאן,8,12,32665,1.6584
demo-files-tv-split,529,בעיה,8,12,32665,1.6584
demo-files-tv-split,530,במשך,8,12,32665,1.6584
demo-files-tv-split,531,מבחינת,8,12,32665,1.6584
demo-files-tv-split,532,שוקולד,8,12,32665,1.6584
demo-files-tv-split,533,כלום,8,12,32665,1.6584
demo-files-tv-split,534,ציר,8,12,32665,1.6584
demo-files-tv-split,535,כנראה,8,12,32665,1.6584
demo-files-tv-split,536,תקופה,8,12,32665,1.6584
demo-files-tv-split,537,במה,8,12,32665,1.6584
demo-files-tv-split,538,בדרך,8,12,32665,1.6584
demo-files-tv-split,539,שהחמאס,8,12,32665,1.6584
demo-files-tv-split,540,הנקודות,8,12,32665,1.6584
demo-files-tv-split,541,עלינו,8,12,32665,1.6584
demo-files-tv-split,542,פירוז,8,12,32665,1.6584
demo-files-tv-split,543,הצבאי,8,12,32665,1.6584
demo-files-tv-split,544,מכירים,8,12,32665,1.6584
demo-files-tv-split,545,להילחם,8,12,32665,1.6584
demo-files-tv-split,546,ברצועה,8,12,32665,1.6584
demo-files-tv-split,547,ברמה,8,12,32665,1.6584
demo-files-tv-split,548,הציבור,8,12,32665,1.6584
demo-files-tv-split,549,קריטי,8,12,32665,1.6584
demo-files-tv-split,550,הגליל,8,12,32665,1.6584
demo-files-tv-split,551,שעבר,7,12,32665,1.6584
demo-files-tv-split,552,במצרים,7,12,32665,1.6584
demo-files-tv-split,553,מלחמה,7,12,32665,1.6584
demo-files-tv-split,554,בערב,7,12,32665,1.6584
demo-files-tv-split,555,אמור,7,12,32665,1.6584
demo-files-tv-split,556,עומד,7,12,32665,1.6584
demo-files-tv-split,557,כול,7,12,32665,1.6584
demo-files-tv-split,558,רבים,7,12,32665,1.6584
demo-files-tv-split,559,שאפשר,7,12,32665,1.6584
demo-files-tv-split,560,ישראלית,7,12,32665,1.6584
demo-files-tv-split,561,דונלד,7,12,32665,1.6584
demo-files-tv-split,562,להשיג,7,12,32665,1.6584
demo-files-tv-split,563,אכן,7,12,32665,1.6584
demo-files-tv-split,564,וכמובן,7,12,32665,1.6584
demo-files-tv-split,565,בפרטים,7,12,32665,1.6584
demo-files-tv-split,566,המסר,7,12,32665,1.6584
demo-files-tv-split,567,ארוכה,7,12,32665,1.6584
demo-files-tv-split,568,חייב,7,12,32665,1.6584
demo-files-tv-split,569,מתחיל,7,12,32665,1.6584
demo-files-tv-split,570,ולראות,7,12,32665,1.6584
demo-files-tv-split,571,דיברנו,7,12,32665,1.6584
demo-files-tv-split,572,כאמור,7,12,32665,1.6584
demo-files-tv-split,573,הפסקת,7,12,32665,1.6584
demo-files-tv-split,574,תקיפות,7,12,32665,1.6584
demo-files-tv-split,575,הישראלית,7,12,32665,1.6584
demo-files-tv-split,576,נמצאת,7,12,32665,1.6584
demo-files-tv-split,577,ממנה,7,12,32665,1.6584
demo-files-tv-split,578,יכולה,7,12,32665,1.6584
demo-files-tv-split,579,קרוב,7,12,32665,1.6584
demo-files-tv-split,580,הפוליטית,7,12,32665,1.6584
demo-files-tv-split,581,המשפחות,7,12,32665,1.6584
demo-files-tv-split,582,בשביל,7,12,32665,1.6584
demo-files-tv-split,583,הבית,7,12,32665,1.6584
demo-files-tv-split,584,שונים,7,12,32665,1.6584
demo-files-tv-split,585,ספק,7,12,32665,1.6584
demo-files-tv-split,586,בראש,7,12,32665,1.6584
demo-files-tv-split,587,סדר,7,12,32665,1.6584
demo-files-tv-split,588,הצליח,7,12,32665,1.6584
demo-files-tv-split,589,בתקווה,7,12,32665,1.6584
demo-files-tv-split,590,שש,7,12,32665,1.6584
demo-files-tv-split,591,חיה,7,12,32665,1.6584
demo-files-tv-split,592,פעילים,7,12,32665,1.6584
demo-files-tv-split,593,ממשלת,7,12,32665,1.6584
demo-files-tv-split,594,למשל,7,12,32665,1.6584
demo-files-tv-split,595,ככל,7,12,32665,1.6584
demo-files-tv-split,596,כולה,7,12,32665,1.6584
demo-files-tv-split,597,וחצי,7,12,32665,1.6584
demo-files-tv-split,598,השבת,7,12,32665,1.6584
demo-files-tv-split,599,ממשלה,7,12,32665,1.6584
demo-files-tv-split,600,המקום,7,12,32665,1.6584
demo-files-tv-split,601,סגן,7,12,32665,1.6584
demo-files-tv-split,602,בשבעה,7,12,32665,1.6584
demo-files-tv-split,603,ומה,7,12,32665,1.6584
demo-files-tv-split,604,הפך,7,12,32665,1.6584
demo-files-tv-split,605,עניין,7,12,32665,1.6584
demo-files-tv-split,606,סיפור,7,12,32665,1.6584
demo-files-tv-split,607,שעד,7,12,32665,1.6584
demo-files-tv-split,608,תחילה,7,12,32665,1.6584
demo-files-tv-split,609,יפה,7,12,32665,1.6584
demo-files-tv-split,610,כשאני,7,12,32665,1.6584
demo-files-tv-split,611,במקום,7,12,32665,1.6584
demo-files-tv-split,612,חוץ,7,12,32665,1.6584
demo-files-tv-split,613,ללא,7,12,32665,1.6584
demo-files-tv-split,614,חמש,7,12,32665,1.6584
demo-files-tv-split,615,האנשים,7,12,32665,1.6584
demo-files-tv-split,616,מעבר,7,12,32665,1.6584
demo-files-tv-split,617,שלוש,7,12,32665,1.6584
demo-files-tv-split,618,הבן,7,12,32665,1.6584
demo-files-tv-split,619,יד,7,12,32665,1.6584
demo-files-tv-split,620,ענק,7,12,32665,1.6584
demo-files-tv-split,621,לשבת,7,12,32665,1.6584
demo-files-tv-split,622,תראו,7,12,32665,1.6584
demo-files-tv-split,623,ובוקר,7,12,32665,1.6584
demo-files-tv-split,624,במילואים,7,12,32665,1.6584
demo-files-tv-split,625,משברים,7,12,32665,1.6584
demo-files-tv-split,626,איש,7,12,32665,1.6584
demo-files-tv-split,627,וידר,7,12,32665,1.6584
demo-files-tv-split,628,אינטרס,7,12,32665,1.6584
demo-files-tv-split,629,הנושאים,7,12,32665,1.6584
demo-files-tv-split,630,השלטון,7,12,32665,1.6584
demo-files-tv-split,631,מטרות,7,12,32665,1.6584
demo-files-tv-split,632,לעקוב,7,12,32665,1.6584
demo-files-tv-split,633,מצב,7,12,32665,1.6584
demo-files-tv-split,634,מבחינה,7,12,32665,1.6584
demo-files-tv-split,635,השם,7,12,32665,1.6584
demo-files-tv-split,636,שבת,7,12,32665,1.6584
demo-files-tv-split,637,יוני,7,12,32665,1.6584
demo-files-tv-split,638,יחזרו,7,12,32665,1.6584
demo-files-tv-split,639,שאומר,7,12,32665,1.6584
demo-files-tv-split,640,בנוף,7,12,32665,1.6584
demo-files-tv-split,641,הפעילות,7,12,32665,1.6584
demo-files-tv-split,642,להתייחס,7,12,32665,1.6584
demo-files-tv-split,643,הגנה,7,12,32665,1.6584
demo-files-tv-split,644,הנושא,7,12,32665,1.6584
demo-files-tv-split,645,מילואים,7,12,32665,1.6584
demo-files-tv-split,646,ביטחון,7,12,32665,1.6584
demo-files-tv-split,647,מכאן,7,12,32665,1.6584
demo-files-tv-split,648,גביר,7,12,32665,1.6584
demo-files-tv-split,649,בפוליטיקה,7,12,32665,1.6584
demo-files-tv-split,650,באיראן,7,12,32665,1.6584
demo-files-tv-split,651,שלומית,7,12,32665,1.6584
demo-files-tv-split,652,סוכות,6,12,32665,1.6584
demo-files-tv-split,653,העם,6,12,32665,1.6584
demo-files-tv-split,654,המשך,6,12,32665,1.6584
demo-files-tv-split,655,ובכל,6,12,32665,1.6584
demo-files-tv-split,656,ציון,6,12,32665,1.6584
demo-files-tv-split,657,נהיה,6,12,32665,1.6584
demo-files-tv-split,658,הגיע,6,12,32665,1.6584
demo-files-tv-split,659,עומדים,6,12,32665,1.6584
demo-files-tv-split,660,קצר,6,12,32665,1.6584
demo-files-tv-split,661,וחמאס,6,12,32665,1.6584
demo-files-tv-split,662,השלב,6,12,32665,1.6584
demo-files-tv-split,663,בשלב,6,12,32665,1.6584
demo-files-tv-split,664,לשלום,6,12,32665,1.6584
demo-files-tv-split,665,כתבנו,6,12,32665,1.6584
demo-files-tv-split,666,נערכים,6,12,32665,1.6584
demo-files-tv-split,667,הכול,6,12,32665,1.6584
demo-files-tv-split,668,שעדיין,6,12,32665,1.6584
demo-files-tv-split,669,סולימן,6,12,32665,1.6584
demo-files-tv-split,670,מוכן,6,12,32665,1.6584
demo-files-tv-split,671,לתקוף,6,12,32665,1.6584
demo-files-tv-split,672,לעמוד,6,12,32665,1.6584
demo-files-tv-split,673,למצוא,6,12,32665,1.6584
demo-files-tv-split,674,מראש,6,12,32665,1.6584
demo-files-tv-split,675,לקחת,6,12,32665,1.6584
demo-files-tv-split,676,מן,6,12,32665,1.6584
demo-files-tv-split,677,נדבר,6,12,32665,1.6584
demo-files-tv-split,678,בצהל,6,12,32665,1.6584
demo-files-tv-split,679,לקדם,6,12,32665,1.6584
demo-files-tv-split,680,ושומרון,6,12,32665,1.6584
demo-files-tv-split,681,האוויר,6,12,32665,1.6584
demo-files-tv-split,682,שנמצאים,6,12,32665,1.6584
demo-files-tv-split,683,באזור,6,12,32665,1.6584
demo-files-tv-split,684,הקרוב,6,12,32665,1.6584
demo-files-tv-split,685,באיזה,6,12,32665,1.6584
demo-files-tv-split,686,מהממשלה,6,12,32665,1.6584
demo-files-tv-split,687,משת,6,12,32665,1.6584
demo-files-tv-split,688,להשבת,6,12,32665,1.6584
demo-files-tv-split,689,חושבים,6,12,32665,1.6584
demo-files-tv-split,690,מקווים,6,12,32665,1.6584
demo-files-tv-split,691,לכאן,6,12,32665,1.6584
demo-files-tv-split,692,השבעה,6,12,32665,1.6584
demo-files-tv-split,693,שאמרת,6,12,32665,1.6584
demo-files-tv-split,694,מסר,6,12,32665,1.6584
demo-files-tv-split,695,עשרות,6,12,32665,1.6584
demo-files-tv-split,696,ארגון,6,12,32665,1.6584
demo-files-tv-split,697,במצב,6,12,32665,1.6584
demo-files-tv-split,698,המחבלים,6,12,32665,1.6584
demo-files-tv-split,699,לחסל,6,12,32665,1.6584
demo-files-tv-split,700,לנסות,6,12,32665,1.6584
demo-files-tv-split,701,המשת,6,12,32665,1.6584
demo-files-tv-split,702,פעילת,6,12,32665,1.6584
demo-files-tv-split,703,גרטה,6,12,32665,1.6584
demo-files-tv-split,704,עשתה,6,12,32665,1.6584
demo-files-tv-split,705,בזמן,6,12,32665,1.6584
demo-files-tv-split,706,במהרה,6,12,32665,1.6584
demo-files-tv-split,707,בטוח,6,12,32665,1.6584
demo-files-tv-split,708,לפעמים,6,12,32665,1.6584
demo-files-tv-split,709,קרה,6,12,32665,1.6584
demo-files-tv-split,710,הארץ,6,12,32665,1.6584
demo-files-tv-split,711,תחת,6,12,32665,1.6584
demo-files-tv-split,712,מכן,6,12,32665,1.6584
demo-files-tv-split,713,בעזרת,6,12,32665,1.6584
demo-files-tv-split,714,להבדיל,6,12,32665,1.6584
demo-files-tv-split,715,מדינה,6,12,32665,1.6584
demo-files-tv-split,716,ברית,6,12,32665,1.6584
demo-files-tv-split,717,גרמניה,6,12,32665,1.6584
demo-files-tv-split,718,החוץ,6,12,32665,1.6584
demo-files-tv-split,719,שבו,6,12,32665,1.6584
demo-files-tv-split,720,תמונות,6,12,32665,1.6584
demo-files-tv-split,721,בתקופה,6,12,32665,1.6584
demo-files-tv-split,722,ללחץ,6,12,32665,1.6584
demo-files-tv-split,723,לסיום,6,12,32665,1.6584
demo-files-tv-split,724,בתהליך,6,12,32665,1.6584
demo-files-tv-split,725,לדון,6,12,32665,1.6584
demo-files-tv-split,726,בעיניים,6,12,32665,1.6584
demo-files-tv-split,727,כהן,6,12,32665,1.6584
demo-files-tv-split,728,מתחת,6,12,32665,1.6584
demo-files-tv-split,729,המציאות,6,12,32665,1.6584
demo-files-tv-split,730,הרגע,6,12,32665,1.6584
demo-files-tv-split,731,פעמים,6,12,32665,1.6584
demo-files-tv-split,732,טובה,6,12,32665,1.6584
demo-files-tv-split,733,אביב,6,12,32665,1.6584
demo-files-tv-split,734,הלילה,6,12,32665,1.6584
demo-files-tv-split,735,השירות,6,12,32665,1.6584
demo-files-tv-split,736,ניסיון,6,12,32665,1.6584
demo-files-tv-split,737,איזו,6,12,32665,1.6584
demo-files-tv-split,738,דרמטי,6,12,32665,1.6584
demo-files-tv-split,739,היחידה,6,12,32665,1.6584
demo-files-tv-split,740,לאפשר,6,12,32665,1.6584
demo-files-tv-split,741,דקות,6,12,32665,1.6584
demo-files-tv-split,742,שכן,6,12,32665,1.6584
demo-files-tv-split,743,יושבים,6,12,32665,1.6584
demo-files-tv-split,744,חי,6,12,32665,1.6584
demo-files-tv-split,745,והייתי,6,12,32665,1.6584
demo-files-tv-split,746,היית,6,12,32665,1.6584
demo-files-tv-split,747,דיין,6,12,32665,1.6584
demo-files-tv-split,748,אהבו,6,12,32665,1.6584
demo-files-tv-split,749,לקח,6,12,32665,1.6584
demo-files-tv-split,750,איתם,6,12,32665,1.6584
demo-files-tv-split,751,בסדר,6,12,32665,1.6584
demo-files-tv-split,752,שאלות,6,12,32665,1.6584
demo-files-tv-split,753,וואו,6,12,32665,1.6584
demo-files-tv-split,754,מקבל,6,12,32665,1.6584
demo-files-tv-split,755,השולחן,6,12,32665,1.6584
demo-files-tv-split,756,בקרוב,6,12,32665,1.6584
demo-files-tv-split,757,הולנדיה,6,12,32665,1.6584
demo-files-tv-split,758,לתוך,6,12,32665,1.6584
demo-files-tv-split,759,שימו,6,12,32665,1.6584
demo-files-tv-split,760,רחל,6,12,32665,1.6584
demo-files-tv-split,761,הלחימה,6,12,32665,1.6584
demo-files-tv-split,762,שולטים,6,12,32665,1.6584
demo-files-tv-split,763,מרצועת,6,12,32665,1.6584
demo-files-tv-split,764,שבאמת,6,12,32665,1.6584
demo-files-tv-split,765,חזרנו,6,12,32665,1.6584
demo-files-tv-split,766,המפות,6,12,32665,1.6584
demo-files-tv-split,767,יעשו,6,12,32665,1.6584
demo-files-tv-split,768,בעבר,6,12,32665,1.6584
demo-files-tv-split,769,אלו,6,12,32665,1.6584
demo-files-tv-split,770,עוזי,6,12,32665,1.6584
demo-files-tv-split,771,נקרא,6,12,32665,1.6584
demo-files-tv-split,772,פועלים,6,12,32665,1.6584
demo-files-tv-split,773,נוכל,6,12,32665,1.6584
demo-files-tv-split,774,בלילה,6,12,32665,1.6584
demo-files-tv-split,775,משמעותית,6,12,32665,1.6584
demo-files-tv-split,776,למלחמה,6,12,32665,1.6584
demo-files-tv-split,777,שכולנו,6,12,32665,1.6584
demo-files-tv-split,778,הפגנות,6,12,32665,1.6584
demo-files-tv-split,779,המדינות,6,12,32665,1.6584
demo-files-tv-split,780,דוד,6,12,32665,1.6584
demo-files-tv-split,781,השמאל,6,12,32665,1.6584
demo-files-tv-split,782,הפוליטי,6,12,32665,1.6584
demo-files-tv-split,783,מדובר,6,12,32665,1.6584
demo-files-tv-split,784,מרק,6,12,32665,1.6584
demo-files-tv-split,785,האתגר,6,12,32665,1.6584
demo-files-tv-split,786,החברה,6,12,32665,1.6584
demo-files-tv-split,787,מחאה,6,12,32665,1.6584
demo-files-tv-split,788,מוזיקה,5,12,32665,1.6584
demo-files-tv-split,789,שהפעם,5,12,32665,1.6584
demo-files-tv-split,790,הקצוות,5,12,32665,1.6584
demo-files-tv-split,791,לשבעה,5,12,32665,1.6584
demo-files-tv-split,792,שבעה,5,12,32665,1.6584
demo-files-tv-split,793,הדיווחים,5,12,32665,1.6584
demo-files-tv-split,794,לוי,5,12,32665,1.6584
demo-files-tv-split,795,לגרום,5,12,32665,1.6584
demo-files-tv-split,796,ראשון,5,12,32665,1.6584
demo-files-tv-split,797,האמת,5,12,32665,1.6584
demo-files-tv-split,798,נחזור,5,12,32665,1.6584
demo-files-tv-split,799,שבעצם,5,12,32665,1.6584
demo-files-tv-split,800,באותה,5,12,32665,1.6584
demo-files-tv-split,801,מפה,5,12,32665,1.6584
demo-files-tv-split,802,שאחרי,5,12,32665,1.6584
demo-files-tv-split,803,ובינתיים,5,12,32665,1.6584
demo-files-tv-split,804,שלמעשה,5,12,32665,1.6584
demo-files-tv-split,805,נתן,5,12,32665,1.6584
demo-files-tv-split,806,נאמר,5,12,32665,1.6584
demo-files-tv-split,807,בהסכם,5,12,32665,1.6584
demo-files-tv-split,808,לסיים,5,12,32665,1.6584
demo-files-tv-split,809,המשמעות,5,12,32665,1.6584
demo-files-tv-split,810,עין,5,12,32665,1.6584
demo-files-tv-split,811,חלום,5,12,32665,1.6584
demo-files-tv-split,812,ההחלטה,5,12,32665,1.6584
demo-files-tv-split,813,הפרס,5,12,32665,1.6584
demo-files-tv-split,814,עסקה,5,12,32665,1.6584
demo-files-tv-split,815,וזו,5,12,32665,1.6584
demo-files-tv-split,816,גדולים,5,12,32665,1.6584
demo-files-tv-split,817,בכמה,5,12,32665,1.6584
demo-files-tv-split,818,לחיות,5,12,32665,1.6584
demo-files-tv-split,819,עסקת,5,12,32665,1.6584
demo-files-tv-split,820,להראות,5,12,32665,1.6584
demo-files-tv-split,821,שכולם,5,12,32665,1.6584
demo-files-tv-split,822,שבה,5,12,32665,1.6584
demo-files-tv-split,823,למנוע,5,12,32665,1.6584
demo-files-tv-split,824,לשמור,5,12,32665,1.6584
demo-files-tv-split,825,איום,5,12,32665,1.6584
demo-files-tv-split,826,פגיעה,5,12,32665,1.6584
demo-files-tv-split,827,ואף,5,12,32665,1.6584
demo-files-tv-split,828,אותן,5,12,32665,1.6584
demo-files-tv-split,829,לארץ,5,12,32665,1.6584
demo-files-tv-split,830,כוח,5,12,32665,1.6584
demo-files-tv-split,831,קיבלו,5,12,32665,1.6584
demo-files-tv-split,832,ההפגנות,5,12,32665,1.6584
demo-files-tv-split,833,התקשורת,5,12,32665,1.6584
demo-files-tv-split,834,לחבק,5,12,32665,1.6584
demo-files-tv-split,835,אחוז,5,12,32665,1.6584
demo-files-tv-split,836,משפחה,5,12,32665,1.6584
demo-files-tv-split,837,לבית,5,12,32665,1.6584
demo-files-tv-split,838,שומעת,5,12,32665,1.6584
demo-files-tv-split,839,לטראמפ,5,12,32665,1.6584
demo-files-tv-split,840,וכן,5,12,32665,1.6584
demo-files-tv-split,841,ממנו,5,12,32665,1.6584
demo-files-tv-split,842,העולמי,5,12,32665,1.6584
demo-files-tv-split,843,קשור,5,12,32665,1.6584
demo-files-tv-split,844,שבועות,5,12,32665,1.6584
demo-files-tv-split,845,גורשו,5,12,32665,1.6584
demo-files-tv-split,846,לשעבר,5,12,32665,1.6584
demo-files-tv-split,847,בכלא,5,12,32665,1.6584
demo-files-tv-split,848,המשפט,5,12,32665,1.6584
demo-files-tv-split,849,בדרום,5,12,32665,1.6584
demo-files-tv-split,850,בערך,5,12,32665,1.6584
demo-files-tv-split,851,סליחה,5,12,32665,1.6584
demo-files-tv-split,852,לעזור,5,12,32665,1.6584
demo-files-tv-split,853,אתכם,5,12,32665,1.6584
demo-files-tv-split,854,דרור,5,12,32665,1.6584
demo-files-tv-split,855,שומעים,5,12,32665,1.6584
demo-files-tv-split,856,חייבים,5,12,32665,1.6584
demo-files-tv-split,857,יגיע,5,12,32665,1.6584
demo-files-tv-split,858,ואיך,5,12,32665,1.6584
demo-files-tv-split,859,יתחיל,5,12,32665,1.6584
demo-files-tv-split,860,העוטף,5,12,32665,1.6584
demo-files-tv-split,861,הנובה,5,12,32665,1.6584
demo-files-tv-split,862,צפוי,5,12,32665,1.6584
demo-files-tv-split,863,נשאר,5,12,32665,1.6584
demo-files-tv-split,864,המערכת,5,12,32665,1.6584
demo-files-tv-split,865,אוכל,5,12,32665,1.6584
demo-files-tv-split,866,ורק,5,12,32665,1.6584
demo-files-tv-split,867,מאות,5,12,32665,1.6584
demo-files-tv-split,868,שנמצא,5,12,32665,1.6584
demo-files-tv-split,869,האירוויזיון,5,12,32665,1.6584
demo-files-tv-split,870,לראש,5,12,32665,1.6584
demo-files-tv-split,871,מתן,5,12,32665,1.6584
demo-files-tv-split,872,החגים,5,12,32665,1.6584
demo-files-tv-split,873,לשים,5,12,32665,1.6584
demo-files-tv-split,874,הילדים,5,12,32665,1.6584
demo-files-tv-split,875,באמצעות,5,12,32665,1.6584
demo-files-tv-split,876,שהנשיא,5,12,32665,1.6584
demo-files-tv-split,877,מרגישים,5,12,32665,1.6584
demo-files-tv-split,878,התהליך,5,12,32665,1.6584
demo-files-tv-split,879,שהיית,5,12,32665,1.6584
demo-files-tv-split,880,שהחטופים,5,12,32665,1.6584
demo-files-tv-split,881,מחכה,5,12,32665,1.6584
demo-files-tv-split,882,באו,5,12,32665,1.6584
demo-files-tv-split,883,אצל,5,12,32665,1.6584
demo-files-tv-split,884,בחירות,5,12,32665,1.6584
demo-files-tv-split,885,יהודים,5,12,32665,1.6584
demo-files-tv-split,886,שבהם,5,12,32665,1.6584
demo-files-tv-split,887,בשנים,5,12,32665,1.6584
demo-files-tv-split,888,לקפריסין,5,12,32665,1.6584
demo-files-tv-split,889,במקרה,5,12,32665,1.6584
demo-files-tv-split,890,מדהים,5,12,32665,1.6584
demo-files-tv-split,891,סוג,5,12,32665,1.6584
demo-files-tv-split,892,משחק,5,12,32665,1.6584
demo-files-tv-split,893,המון,5,12,32665,1.6584
demo-files-tv-split,894,שיכול,5,12,32665,1.6584
demo-files-tv-split,895,התחיל,5,12,32665,1.6584
demo-files-tv-split,896,ננסה,5,12,32665,1.6584
demo-files-tv-split,897,לאט,5,12,32665,1.6584
demo-files-tv-split,898,מצליח,5,12,32665,1.6584
demo-files-tv-split,899,עברתי,5,12,32665,1.6584
demo-files-tv-split,900,חמישי,5,12,32665,1.6584
demo-files-tv-split,901,בא,5,12,32665,1.6584
demo-files-tv-split,902,מזרח,5,12,32665,1.6584
demo-files-tv-split,903,אחורה,5,12,32665,1.6584
demo-files-tv-split,904,התחלנו,5,12,32665,1.6584
demo-files-tv-split,905,יגיל,5,12,32665,1.6584
demo-files-tv-split,906,שוקלדמנטמסטיק,5,12,32665,1.6584
demo-files-tv-split,907,הצלחה,5,12,32665,1.6584
demo-files-tv-split,908,העבודה,5,12,32665,1.6584
demo-files-tv-split,909,לעולם,5,12,32665,1.6584
demo-files-tv-split,910,חשב,5,12,32665,1.6584
demo-files-tv-split,911,מרים,5,12,32665,1.6584
demo-files-tv-split,912,ולעשות,5,12,32665,1.6584
demo-files-tv-split,913,בים,5,12,32665,1.6584
demo-files-tv-split,914,הים,5,12,32665,1.6584
demo-files-tv-split,915,שואלים,5,12,32665,1.6584
demo-files-tv-split,916,מחכים,5,12,32665,1.6584
demo-files-tv-split,917,ליהנות,5,12,32665,1.6584
demo-files-tv-split,918,נקודות,5,12,32665,1.6584
demo-files-tv-split,919,אופינג,5,12,32665,1.6584
demo-files-tv-split,920,נועה,5,12,32665,1.6584
demo-files-tv-split,921,לכולנו,5,12,32665,1.6584
demo-files-tv-split,922,יומיים,5,12,32665,1.6584
demo-files-tv-split,923,למצרים,5,12,32665,1.6584
demo-files-tv-split,924,קו,5,12,32665,1.6584
demo-files-tv-split,925,ניצחון,5,12,32665,1.6584
demo-files-tv-split,926,אלוף,5,12,32665,1.6584
demo-files-tv-split,927,מפקד,5,12,32665,1.6584
demo-files-tv-split,928,שמוליק,5,12,32665,1.6584
demo-files-tv-split,929,יעקב,5,12,32665,1.6584
demo-files-tv-split,930,מזמן,5,12,32665,1.6584
demo-files-tv-split,931,שולט,5,12,32665,1.6584
demo-files-tv-split,932,להתנהל,5,12,32665,1.6584
demo-files-tv-split,933,המעצמה,5,12,32665,1.6584
demo-files-tv-split,934,מעצמה,5,12,32665,1.6584
demo-files-tv-split,935,שאם,5,12,32665,1.6584
demo-files-tv-split,936,שליטה,5,12,32665,1.6584
demo-files-tv-split,937,להסכים,5,12,32665,1.6584
demo-files-tv-split,938,לדעתי,5,12,32665,1.6584
demo-files-tv-split,939,חלילה,5,12,32665,1.6584
demo-files-tv-split,940,נעבור,5,12,32665,1.6584
demo-files-tv-split,941,מחייב,5,12,32665,1.6584
demo-files-tv-split,942,טובות,5,12,32665,1.6584
demo-files-tv-split,943,מקסים,5,12,32665,1.6584
demo-files-tv-split,944,חיילים,5,12,32665,1.6584
demo-files-tv-split,945,קיבל,5,12,32665,1.6584
demo-files-tv-split,946,נצרים,5,12,32665,1.6584
demo-files-tv-split,947,להפסקה,5,12,32665,1.6584
demo-files-tv-split,948,בקרב,5,12,32665,1.6584
demo-files-tv-split,949,ולהגיד,5,12,32665,1.6584
demo-files-tv-split,950,לכן,5,12,32665,1.6584
demo-files-tv-split,951,האחים,5,12,32665,1.6584
demo-files-tv-split,952,המוסלמים,5,12,32665,1.6584
demo-files-tv-split,953,כשאנחנו,5,12,32665,1.6584
demo-files-tv-split,954,מחבקת,5,12,32665,1.6584
demo-files-tv-split,955,תוכנית,5,12,32665,1.6584
demo-files-tv-split,956,פתאום,5,12,32665,1.6584
demo-files-tv-split,957,אשן,5,12,32665,1.6584
demo-files-tv-split,958,למדינת,5,12,32665,1.6584
demo-files-tv-split,959,במידה,5,12,32665,1.6584
demo-files-tv-split,960,ועדיין,5,12,32665,1.6584
demo-files-tv-split,961,בהקשר,5,12,32665,1.6584
demo-files-tv-split,962,שבסוף,5,12,32665,1.6584
demo-files-tv-split,963,מסכים,5,12,32665,1.6584
demo-files-tv-split,964,בקפלן,5,12,32665,1.6584
demo-files-tv-split,965,בועז,5,12,32665,1.6584
demo-files-tv-split,966,שמה,5,12,32665,1.6584
demo-files-tv-split,967,ברדוגו,5,12,32665,1.6584
demo-files-tv-split,968,להחזיר,5,12,32665,1.6584
demo-files-tv-split,969,העניינים,5,12,32665,1.6584
